Identifier,Title,Start date,End date,Number of deaths,Incident_Type,State,number_of_death,Incident Duration,Month_Year,Day_of_Week,Year
IBD031847,"Soldier Kill Man, Akwa Ibom",2025-02-27,2025-02-27,1,Soldier Kill Man, Akwa Ibom,1,0,2025-02,Thursday,2025
IBD031886,"Gunmen Attack, Ogun",2025-02-27,2025-02-27,1,Gunmen Attack, Ogun,1,0,2025-02,Thursday,2025
IBD031901,"Domestic Violence, Lagos",2025-02-26,2025-02-26,1,Domestic Violence, Lagos,1,0,2025-02,Wednesday,2025
IBD031850,"Bandits vs Farmers, Niger",2025-02-26,2025-02-26,10,Bandits vs Farmers, Niger,10,0,2025-02,Wednesday,2025
IBD031844,"Cult Attack, Bayelsa",2025-02-26,2025-02-26,1,Cult Attack, Bayelsa,1,0,2025-02,Wednesday,2025
IBD031837,"Boko Haram Attack, Borno",2025-02-26,2025-02-26,7,Boko Haram Attack, Borno,7,0,2025-02,Wednesday,2025
IBD031843,"NAF Officer Kill Man, Kaduna",2025-02-26,2025-02-26,1,NAF Officer Kill Man, Kaduna,1,0,2025-02,Wednesday,2025
IBD031840,"Land Dispute, Delta",2025-02-26,2025-02-26,1,Land Dispute, Delta,1,0,2025-02,Wednesday,2025
IBD031834,"Boko Haram Attack, Adamawa",2025-02-25,2025-02-26,40,Boko Haram Attack, Adamawa,40,1,2025-02,Tuesday,2025
IBD031822,"Kidnappers Kill Hunter, Oyo",2025-02-25,2025-02-25,1,Kidnappers Kill Hunter, Oyo,1,0,2025-02,Tuesday,2025
IBD031838,"Boko Haram/ISWAP Landmine Kills 2, Borno",2025-02-25,2025-02-25,2,Boko Haram/ISWAP Landmine Kills 2, Borno,2,0,2025-02,Tuesday,2025
IBD031833,"Kidnappers vs Police Officers, Plateau",2025-02-25,2025-02-25,2,Kidnappers vs Police Officers, Plateau,2,0,2025-02,Tuesday,2025
IBD031826,"Auto Crash, Yobe",2025-02-25,2025-02-25,10,Auto Crash, Yobe,10,0,2025-02,Tuesday,2025
IBD031828,"Auto Crash, Sokoto",2025-02-25,2025-02-25,3,Auto Crash, Sokoto,3,0,2025-02,Tuesday,2025
IBD031812,"Auto Crash, Ogun",2025-02-24,2025-02-24,9,Auto Crash, Ogun,9,0,2025-02,Monday,2025
IBD031824,"Auto Crash, Lagos",2025-02-24,2025-02-24,2,Auto Crash, Lagos,2,0,2025-02,Monday,2025
IBD031830,"Boat Mishap, Delta",2025-02-24,2025-02-24,5,Boat Mishap, Delta,5,0,2025-02,Monday,2025
IBD031823,"Domestic Violence, Bauchi",2025-02-24,2025-02-24,1,Domestic Violence, Bauchi,1,0,2025-02,Monday,2025
IBD031842,"Auto Crash, Ogun",2025-02-24,2025-02-24,1,Auto Crash, Ogun,1,0,2025-02,Monday,2025
IBD031832,"Auto Crash, Bauchi",2025-02-24,2025-02-24,2,Auto Crash, Bauchi,2,0,2025-02,Monday,2025
IBD031821,"Auto Crash, Lagos",2025-02-24,2025-02-24,1,Auto Crash, Lagos,1,0,2025-02,Monday,2025
IBD031845,"Police Kill Man, Enugu",2025-02-24,2025-02-24,1,Police Kill Man, Enugu,1,0,2025-02,Monday,2025
IBD031836,"Herdsmen vs Vigilante Commander, Edo",2025-02-24,2025-02-24,1,Herdsmen vs Vigilante Commander, Edo,1,0,2025-02,Monday,2025
IBD031813,"Herders vs Farmers, Edo",2025-02-24,2025-02-24,2,Herders vs Farmers, Edo,2,0,2025-02,Monday,2025
IBD031875,"Domestic Violence, Bauchi",2025-02-24,2025-02-24,1,Domestic Violence, Bauchi,1,0,2025-02,Monday,2025
IBD031820,"Security Operatives vs Artisan, Edo",2025-02-23,2025-02-23,1,Security Operatives vs Artisan, Edo,1,0,2025-02,Sunday,2025
IBD031819,"Security Operatives Kills 1, Katsina",2025-02-23,2025-02-23,1,Security Operatives Kills 1, Katsina,1,0,2025-02,Sunday,2025
IBD031816,"Man vs Friend, Niger",2025-02-23,2025-02-23,1,Man vs Friend, Niger,1,0,2025-02,Sunday,2025
IBD031907,"Revenue Collector vs Truck Driver, Edo",2025-02-23,2025-02-23,1,Revenue Collector vs Truck Driver, Edo,1,0,2025-02,Sunday,2025
IBD031825,"Auto Crash, Oyo",2025-02-23,2025-02-23,2,Auto Crash, Oyo,2,0,2025-02,Sunday,2025
IBD031817,"Student Drowns, Bayelsa",2025-02-23,2025-02-23,1,Student Drowns, Bayelsa,1,0,2025-02,Sunday,2025
IBD031841,"Fish Poison, Taraba",2025-02-22,2025-02-22,4,Fish Poison, Taraba,4,0,2025-02,Saturday,2025
IBD031800,"Man Drowns, Ogun",2025-02-22,2025-02-22,1,Man Drowns, Ogun,1,0,2025-02,Saturday,2025
IBD031806,"NAF Kill Bandits, Zamfara",2025-02-22,2025-02-22,23,NAF Kill Bandits, Zamfara,23,0,2025-02,Saturday,2025
IBD031804,"Car Accident, Jigawa",2025-02-22,2025-02-22,4,Car Accident, Jigawa,4,0,2025-02,Saturday,2025
IBD031835,"Ritual Killing, Edo",2025-02-22,2025-02-22,1,Ritual Killing, Edo,1,0,2025-02,Saturday,2025
IBD031799,"Auto Crash, Delta",2025-02-22,2025-02-22,1,Auto Crash, Delta,1,0,2025-02,Saturday,2025
IBD031803,"Farmer, Ogun",2025-02-22,2025-02-22,1,Farmer, Ogun,1,0,2025-02,Saturday,2025
IBD031796,"Domestic Violence, Edo",2025-02-22,2025-02-22,1,Domestic Violence, Edo,1,0,2025-02,Saturday,2025
IBD031795,"Witchcraft Suspect, Borno",2025-02-21,2025-02-21,1,Witchcraft Suspect, Borno,1,0,2025-02,Friday,2025
IBD031814,"Banditry, Kaduna",2025-02-21,2025-02-21,1,Banditry, Kaduna,1,0,2025-02,Friday,2025
IBD031798,"Auto Crash, Niger",2025-02-21,2025-02-21,13,Auto Crash, Niger,13,0,2025-02,Friday,2025
IBD031810,"Motorcycle Thief, FCT (Abuja)",2025-02-21,2025-02-21,1,Motorcycle Thief, FCT (Abuja),1,0,2025-02,Friday,2025
IBD031805,"Boy Drowns, Ogun",2025-02-21,2025-02-21,1,Boy Drowns, Ogun,1,0,2025-02,Friday,2025
IBD031863,"Kidnappers Kills 1, Zamfara",2025-02-21,2025-02-21,1,Kidnappers Kills 1, Zamfara,1,0,2025-02,Friday,2025
IBD031818,"Domestic Violence, Lagos",2025-02-21,2025-02-21,1,Domestic Violence, Lagos,1,0,2025-02,Friday,2025
IBD031827,"Security Operatives vs Bandits, Katsina",2025-02-21,2025-02-21,4,Security Operatives vs Bandits, Katsina,4,0,2025-02,Friday,2025
IBD031797,"Communal Clash, Edo",2025-02-20,2025-02-21,12,Communal Clash, Edo,12,1,2025-02,Thursday,2025
IBD031793,"Building Collapse, Yobe",2025-02-20,2025-02-20,1,Building Collapse, Yobe,1,0,2025-02,Thursday,2025
IBD031802,"Banditry, Niger",2025-02-20,2025-02-20,4,Banditry, Niger,4,0,2025-02,Thursday,2025
IBD031794,"Police vs Kidnappers, Ogun",2025-02-20,2025-02-20,4,Police vs Kidnappers, Ogun,4,0,2025-02,Thursday,2025
IBD031792,"Fallen Mast, Edo",2025-02-20,2025-02-20,1,Fallen Mast, Edo,1,0,2025-02,Thursday,2025
IBD031786,"Banditry, Niger",2025-02-19,2025-02-19,1,Banditry, Niger,1,0,2025-02,Wednesday,2025
IBD031811,"Ritual/Domestic Violence, Abia",2025-02-19,2025-02-19,3,Ritual/Domestic Violence, Abia,3,0,2025-02,Wednesday,2025
IBD031785,"Explosion, Zamfara",2025-02-18,2025-02-18,3,Explosion, Zamfara,3,0,2025-02,Tuesday,2025
IBD031768,"Domestic Violence, Ekiti",2025-02-18,2025-02-18,2,Domestic Violence, Ekiti,2,0,2025-02,Tuesday,2025
IBD031782,"Banditry, Zamfara",2025-02-18,2025-02-18,1,Banditry, Zamfara,1,0,2025-02,Tuesday,2025
IBD031783,"Kidnappers Attack, FCT (Abuja)",2025-02-18,2025-02-18,2,Kidnappers Attack, FCT (Abuja),2,0,2025-02,Tuesday,2025
IBD031769,"Communal Clash, Ebonyi",2025-02-18,2025-02-18,1,Communal Clash, Ebonyi,1,0,2025-02,Tuesday,2025
IBD031759,"Political Crisis, Osun",2025-02-17,2025-02-17,1,Political Crisis, Osun,1,0,2025-02,Monday,2025
IBD031757,"Political Crisis, Osun",2025-02-17,2025-02-17,2,Political Crisis, Osun,2,0,2025-02,Monday,2025
IBD031758,"Political Crisis, Osun",2025-02-17,2025-02-17,2,Political Crisis, Osun,2,0,2025-02,Monday,2025
IBD031781,"Army vs Boko Haram, Borno",2025-02-17,2025-02-17,10,Army vs Boko Haram, Borno,10,0,2025-02,Monday,2025
IBD031778,"Assailants vs Student, Ondo",2025-02-17,2025-02-17,1,Assailants vs Student, Ondo,1,0,2025-02,Monday,2025
IBD031753,"Gunmen Attack, Benue",2025-02-17,2025-02-17,3,Gunmen Attack, Benue,3,0,2025-02,Monday,2025
IBD031755,"Cult Clash, Delta",2025-02-17,2025-02-17,1,Cult Clash, Delta,1,0,2025-02,Monday,2025
IBD031771,"Auto Crash, Ogun",2025-02-16,2025-02-16,1,Auto Crash, Ogun,1,0,2025-02,Sunday,2025
IBD031763,"Hoodlums vs Motorcyclist, FCT (Abuja)",2025-02-16,2025-02-16,1,Hoodlums vs Motorcyclist, FCT (Abuja),1,0,2025-02,Sunday,2025
IBD031878,"Extrajudicial Killing, Ondo",2025-02-16,2025-02-16,1,Extrajudicial Killing, Ondo,1,0,2025-02,Sunday,2025
IBD031756,"Inferno, Ondo",2025-02-16,2025-02-16,3,Inferno, Ondo,3,0,2025-02,Sunday,2025
IBD031760,"Auto Crash, Imo",2025-02-16,2025-02-16,8,Auto Crash, Imo,8,0,2025-02,Sunday,2025
IBD031766,"Ritual Killing, Ogun",2025-02-16,2025-02-16,1,Ritual Killing, Ogun,1,0,2025-02,Sunday,2025
IBD031742,"Security Operatives vs Armed Robber, Ogun",2025-02-16,2025-02-16,1,Security Operatives vs Armed Robber, Ogun,1,0,2025-02,Sunday,2025
IBD031761,"Auto Crash, Kogi",2025-02-16,2025-02-16,7,Auto Crash, Kogi,7,0,2025-02,Sunday,2025
IBD031770,"Kidnappers Attack, Imo",2025-02-16,2025-02-16,1,Kidnappers Attack, Imo,1,0,2025-02,Sunday,2025
IBD031772,"Auto Crash, Delta",2025-02-16,2025-02-16,17,Auto Crash, Delta,17,0,2025-02,Sunday,2025
IBD031767,"Security Operatives vs Student, Kaduna",2025-02-16,2025-02-16,1,Security Operatives vs Student, Kaduna,1,0,2025-02,Sunday,2025
IBD031743,"Mysterious Death, Ogun",2025-02-15,2025-02-15,1,Mysterious Death, Ogun,1,0,2025-02,Saturday,2025
IBD031749,"Gunmen Attack, Kwara",2025-02-15,2025-02-15,1,Gunmen Attack, Kwara,1,0,2025-02,Saturday,2025
IBD031751,"Kidnapers vs Health Worker, Ondo",2025-02-15,2025-02-15,1,Kidnapers vs Health Worker, Ondo,1,0,2025-02,Saturday,2025
IBD031745,"Mob vs Robbers, FCT (Abuja)",2025-02-15,2025-02-15,2,Mob vs Robbers, FCT (Abuja),2,0,2025-02,Saturday,2025
IBD031752,"Herdsmen vs Farmers, Benue",2025-02-15,2025-02-15,22,Herdsmen vs Farmers, Benue,22,0,2025-02,Saturday,2025
IBD031750,"Mob vs NDLEA Officer/ Auto Crash, Kaduna",2025-02-15,2025-02-15,4,Mob vs NDLEA Officer/ Auto Crash, Kaduna,4,0,2025-02,Saturday,2025
IBD031849,"Friends Murder Man, Lagos",2025-02-15,2025-02-15,1,Friends Murder Man, Lagos,1,0,2025-02,Saturday,2025
IBD031744,"Corpse Found, Kano",2025-02-15,2025-02-15,1,Corpse Found, Kano,1,0,2025-02,Saturday,2025
IBD031748,"Army vs Villagers, Katsina",2025-02-15,2025-02-15,10,Army vs Villagers, Katsina,10,0,2025-02,Saturday,2025
IBD031920,"Domestic Violence, Cross River",2025-02-15,2025-02-15,1,Domestic Violence, Cross River,1,0,2025-02,Saturday,2025
IBD031960,"Fire Incidents, Kano",2025-02-15,2025-02-15,7,Fire Incidents, Kano,7,0,2025-02,Saturday,2025
IBD031737,"Police vs Kidnappers, Kebbi",2025-02-14,2025-02-14,4,Police vs Kidnappers, Kebbi,4,0,2025-02,Friday,2025
IBD031859,"Domestic Violence, Ondo",2025-02-14,2025-02-14,1,Domestic Violence, Ondo,1,0,2025-02,Friday,2025
IBD031740,"Assailant vs Traditional Ruler, Abia",2025-02-14,2025-02-14,1,Assailant vs Traditional Ruler, Abia,1,0,2025-02,Friday,2025
IBD031736,"Auto Crash, Anambra",2025-02-14,2025-02-14,8,Auto Crash, Anambra,8,0,2025-02,Friday,2025
IBD031765,"Cult Clash, Lagos",2025-02-14,2025-02-15,2,Cult Clash, Lagos,2,1,2025-02,Friday,2025
IBD031746,"Extrajudicial Killing, Ondo",2025-02-14,2025-02-14,1,Extrajudicial Killing, Ondo,1,0,2025-02,Friday,2025
IBD031732,"Kidnappers Set Ablaze, Delta",2025-02-13,2025-02-13,2,Kidnappers Set Ablaze, Delta,2,0,2025-02,Thursday,2025
IBD031733,"Auto Crash, Ogun",2025-02-13,2025-02-13,1,Auto Crash, Ogun,1,0,2025-02,Thursday,2025
IBD031764,"Cult Clash, Ogun",2025-02-13,2025-02-13,1,Cult Clash, Ogun,1,0,2025-02,Thursday,2025
IBD031780,"Man vs Friend, FCT (Abuja)",2025-02-13,2025-02-13,1,Man vs Friend, FCT (Abuja),1,0,2025-02,Thursday,2025
IBD031779,"Extrajudicial Killing, Delta",2025-02-13,2025-02-13,2,Extrajudicial Killing, Delta,2,0,2025-02,Thursday,2025
IBD031734,"Auto Crash, Kano",2025-02-13,2025-02-13,23,Auto Crash, Kano,23,0,2025-02,Thursday,2025
IBD031727,"Auto Crash, bauchi",2025-02-12,2025-02-12,1,Auto Crash, bauchi,1,0,2025-02,Wednesday,2025
IBD031728,"Police vs Armed Robbers, FCT (Abuja)",2025-02-12,2025-02-12,3,Police vs Armed Robbers, FCT (Abuja),3,0,2025-02,Wednesday,2025
IBD031741,"Extrajudicial Killing, Lagos",2025-02-12,2025-02-12,1,Extrajudicial Killing, Lagos,1,0,2025-02,Wednesday,2025
IBD031729,"Stab to Death, Rivers",2025-02-12,2025-02-12,1,Stab to Death, Rivers,1,0,2025-02,Wednesday,2025
IBD031829,"Kidnappers Kill Two, Kogi",2025-02-12,2025-02-12,2,Kidnappers Kill Two, Kogi,2,0,2025-02,Wednesday,2025
IBD031807,"Extrajudicial Killing, Benue",2025-02-11,2025-02-11,1,Extrajudicial Killing, Benue,1,0,2025-02,Tuesday,2025
IBD031713,"Mob vs Thief, Akwa Ibom",2025-02-11,2025-02-11,1,Mob vs Thief, Akwa Ibom,1,0,2025-02,Tuesday,2025
IBD031726,"Auto Crash, Taraba",2025-02-11,2025-02-11,3,Auto Crash, Taraba,3,0,2025-02,Tuesday,2025
IBD031738,"Ritual Killing, Kwara",2025-02-11,2025-02-11,1,Ritual Killing, Kwara,1,0,2025-02,Tuesday,2025
IBD031717,"Bandits vs Traders, Katsina",2025-02-10,2025-02-10,1,Bandits vs Traders, Katsina,1,0,2025-02,Monday,2025
IBD031714,"Communal Clash, Akwa Ibom",2025-02-10,2025-02-10,1,Communal Clash, Akwa Ibom,1,0,2025-02,Monday,2025
IBD031762,"Kidnap Victim, FCT (Abuja)",2025-02-10,2025-02-10,1,Kidnap Victim, FCT (Abuja),1,0,2025-02,Monday,2025
IBD031709,"Auto Crash, Niger",2025-02-10,2025-02-10,1,Auto Crash, Niger,1,0,2025-02,Monday,2025
IBD031720,"Assailants vs Girl, Ekiti",2025-02-10,2025-02-10,1,Assailants vs Girl, Ekiti,1,0,2025-02,Monday,2025
IBD031721,"Student Drowns, Benue",2025-02-10,2025-02-10,1,Student Drowns, Benue,1,0,2025-02,Monday,2025
IBD031719,"Gunmen vs Police Officer, Yobe",2025-02-09,2025-02-09,2,Gunmen vs Police Officer, Yobe,2,0,2025-02,Sunday,2025
IBD031705,"Gunmen Kill Pastor, Gombe",2025-02-09,2025-02-09,1,Gunmen Kill Pastor, Gombe,1,0,2025-02,Sunday,2025
IBD031708,"Auto Crash, Jigawa",2025-02-09,2025-02-09,5,Auto Crash, Jigawa,5,0,2025-02,Sunday,2025
IBD031704,"Communal Clash, Abia",2025-02-09,2025-02-09,1,Communal Clash, Abia,1,0,2025-02,Sunday,2025
IBD031690,"Police Kill Man, Rivers",2025-02-09,2025-02-09,1,Police Kill Man, Rivers,1,0,2025-02,Sunday,2025
IBD031747,"Police vs IPOB/ESN, Imo",2025-02-09,2025-02-09,3,Police vs IPOB/ESN, Imo,3,0,2025-02,Sunday,2025
IBD031706,"Herdsmen Kill Girl, Ekiti",2025-02-09,2025-02-09,1,Herdsmen Kill Girl, Ekiti,1,0,2025-02,Sunday,2025
IBD031703,"Troops vs Bandits, Zamfara",2025-02-09,2025-02-09,4,Troops vs Bandits, Zamfara,4,0,2025-02,Sunday,2025
IBD031692,"Cult Clash, Rivers",2025-02-09,2025-02-09,20,Cult Clash, Rivers,20,0,2025-02,Sunday,2025
IBD031701,"Communal Clash, Cross RIvers",2025-02-09,2025-02-09,4,Communal Clash, Cross RIvers,4,0,2025-02,Sunday,2025
IBD031702,"Burglars vs Woman, Delta",2025-02-09,2025-02-09,1,Burglars vs Woman, Delta,1,0,2025-02,Sunday,2025
IBD031693,"Banditry, Sokoto",2025-02-09,2025-02-09,1,Banditry, Sokoto,1,0,2025-02,Sunday,2025
IBD031694,"Cult Clash, Benue",2025-02-09,2025-02-09,4,Cult Clash, Benue,4,0,2025-02,Sunday,2025
IBD031707,"Student Dies, Lagos",2025-02-08,2025-02-08,1,Student Dies, Lagos,1,0,2025-02,Saturday,2025
IBD031697,"Auto Crash, Kwara",2025-02-08,2025-02-08,1,Auto Crash, Kwara,1,0,2025-02,Saturday,2025
IBD031754,Police vs IPOB/ESN Imo,2025-02-08,2025-02-08,2,Police vs IPOB/ESN Imo,Imo,2,0,2025-02,Saturday,2025
IBD031731,"Cult Clashes, Abia",2025-02-07,2025-02-14,3,Cult Clashes, Abia,3,7,2025-02,Friday,2025
IBD031723,"Extrajudicial Killing, Enugu",2025-02-07,2025-02-07,1,Extrajudicial Killing, Enugu,1,0,2025-02,Friday,2025
IBD031680,"Drowns/Mysterious Death, Ondo",2025-02-07,2025-02-07,1,Drowns/Mysterious Death, Ondo,1,0,2025-02,Friday,2025
IBD031689,"Soldiers vs Bandits, Zamfara",2025-02-07,2025-02-07,44,Soldiers vs Bandits, Zamfara,44,0,2025-02,Friday,2025
IBD031686,"Domestic Violence, Anambra",2025-02-07,2025-02-07,1,Domestic Violence, Anambra,1,0,2025-02,Friday,2025
IBD031710,"Assailants vs Uber Driver, Lagos",2025-02-07,2025-02-07,1,Assailants vs Uber Driver, Lagos,1,0,2025-02,Friday,2025
IBD031716,"Bandits vs Traders, Katsina",2025-02-07,2025-02-07,12,Bandits vs Traders, Katsina,12,0,2025-02,Friday,2025
IBD031715,"Teacher vs Student, Delta",2025-02-06,2025-02-06,1,Teacher vs Student, Delta,1,0,2025-02,Thursday,2025
IBD031963,"Domestic Violence, Akwa Ibom",2025-02-06,2025-02-06,1,Domestic Violence, Akwa Ibom,1,0,2025-02,Thursday,2025
IBD031674,"Cult Clash, Rivers",2025-02-06,2025-02-06,7,Cult Clash, Rivers,7,0,2025-02,Thursday,2025
IBD031675,"Gunmen Attack, Katsina",2025-02-06,2025-02-06,1,Gunmen Attack, Katsina,1,0,2025-02,Thursday,2025
IBD031684,"Lakurawa Kill 1, Kebbi",2025-02-06,2025-02-06,1,Lakurawa Kill 1, Kebbi,1,0,2025-02,Thursday,2025
IBD031730,"Cult Clashes, Abia",2025-02-06,2025-02-13,2,Cult Clashes, Abia,2,7,2025-02,Thursday,2025
IBD031790,"Stray Bullet, Delta",2025-02-06,2025-02-06,1,Stray Bullet, Delta,1,0,2025-02,Thursday,2025
IBD031685,"Troops vs Bandits, Zamfara",2025-02-06,2025-02-06,4,Troops vs Bandits, Zamfara,4,0,2025-02,Thursday,2025
IBD031711,"Domestic Violence, Akwa Ibom",2025-02-06,2025-02-06,1,Domestic Violence, Akwa Ibom,1,0,2025-02,Thursday,2025
IBD031679,"Woman vs Neighbour, Rivers",2025-02-06,2025-02-06,1,Woman vs Neighbour, Rivers,1,0,2025-02,Thursday,2025
IBD031687,"Domestic Violence, Akwa Ibom",2025-02-06,2025-02-06,1,Domestic Violence, Akwa Ibom,1,0,2025-02,Thursday,2025
IBD031683,"Bandits Attack, Katsina",2025-02-06,2025-02-06,2,Bandits Attack, Katsina,2,0,2025-02,Thursday,2025
IBD031696,"Student vs Colleague, Nasarawa",2025-02-06,2025-02-06,1,Student vs Colleague, Nasarawa,1,0,2025-02,Thursday,2025
IBD031962,"Domestic Violence, Akwa Ibom",2025-02-06,2025-02-06,1,Domestic Violence, Akwa Ibom,1,0,2025-02,Thursday,2025
IBD031664,"Inferno, Zamfara",2025-02-05,2025-02-05,17,Inferno, Zamfara,17,0,2025-02,Wednesday,2025
IBD031695,"Auto Crash, Lagos",2025-02-05,2025-02-05,1,Auto Crash, Lagos,1,0,2025-02,Wednesday,2025
IBD031700,"Domestic Violence, Kano",2025-02-05,2025-02-05,1,Domestic Violence, Kano,1,0,2025-02,Wednesday,2025
IBD031663,"Man vs Trader, FCT (Abuja)",2025-02-05,2025-02-05,1,Man vs Trader, FCT (Abuja),1,0,2025-02,Wednesday,2025
IBD031725,"Bandit vs Vigilante, Niger",2025-02-05,2025-02-05,1,Bandit vs Vigilante, Niger,1,0,2025-02,Wednesday,2025
IBD031672,"Domestic Violence, Bayelsa",2025-02-04,2025-02-04,1,Domestic Violence, Bayelsa,1,0,2025-02,Tuesday,2025
IBD031698,"Boko Haram Explosion, Borno",2025-02-04,2025-02-04,2,Boko Haram Explosion, Borno,2,0,2025-02,Tuesday,2025
IBD031676,"Herdsmen vs Hunters, Benue",2025-02-04,2025-02-04,6,Herdsmen vs Hunters, Benue,6,0,2025-02,Tuesday,2025
IBD031678,"Auto Crash, Ogun",2025-02-04,2025-02-04,3,Auto Crash, Ogun,3,0,2025-02,Tuesday,2025
IBD031652,"Troops vs Boko Haram/ISWAP, Borno",2025-02-04,2025-02-04,7,Troops vs Boko Haram/ISWAP, Borno,7,0,2025-02,Tuesday,2025
IBD031677,"Security Operative vs Bolt Driver, Edo",2025-02-04,2025-02-04,1,Security Operative vs Bolt Driver, Edo,1,0,2025-02,Tuesday,2025
IBD031670,"Police vs Bandits, Bauchi",2025-02-04,2025-02-04,2,Police vs Bandits, Bauchi,2,0,2025-02,Tuesday,2025
IBD031668,"Auto Crash, Ogun",2025-02-04,2025-02-04,1,Auto Crash, Ogun,1,0,2025-02,Tuesday,2025
IBD031649,"Auto Crash, Niger",2025-02-03,2025-02-03,4,Auto Crash, Niger,4,0,2025-02,Monday,2025
IBD031682,"Domestic Violence, Niger",2025-02-03,2025-02-03,1,Domestic Violence, Niger,1,0,2025-02,Monday,2025
IBD031661,"Auto Crash, Ogun",2025-02-03,2025-02-03,1,Auto Crash, Ogun,1,0,2025-02,Monday,2025
IBD031699,"Corpse Found, FCT (Abuja)",2025-02-03,2025-02-03,1,Corpse Found, FCT (Abuja),1,0,2025-02,Monday,2025
IBD031666,"Gunmen Attack, Lagos",2025-02-03,2025-02-04,2,Gunmen Attack, Lagos,2,1,2025-02,Monday,2025
IBD031656,"Cult Clash, Bayelsa",2025-02-03,2025-02-03,1,Cult Clash, Bayelsa,1,0,2025-02,Monday,2025
IBD031669,"Hunters vs Herdsmen, Benue",2025-02-03,2025-02-03,3,Hunters vs Herdsmen, Benue,3,0,2025-02,Monday,2025
IBD031654,"Gunmen Attack, Kaduna",2025-02-03,2025-02-03,2,Gunmen Attack, Kaduna,2,0,2025-02,Monday,2025
IBD031658,"Auto Crash, FCT (Abuja)",2025-02-03,2025-02-03,3,Auto Crash, FCT (Abuja),3,0,2025-02,Monday,2025
IBD031645,"Assailants Kills 4, Osun",2025-02-03,2025-02-03,4,Assailants Kills 4, Osun,4,0,2025-02,Monday,2025
IBD031667,"Herdsmen vs Farmers, Benue",2025-02-02,2025-02-02,3,Herdsmen vs Farmers, Benue,3,0,2025-02,Sunday,2025
IBD031651,"Auto Crash, Ogun",2025-02-02,2025-02-02,2,Auto Crash, Ogun,2,0,2025-02,Sunday,2025
IBD031647,"Security Operatives vs Hoodlums, Imo",2025-02-02,2025-02-02,35,Security Operatives vs Hoodlums, Imo,35,0,2025-02,Sunday,2025
IBD031637,"Assailant vs Man, Oyo",2025-02-02,2025-02-02,1,Assailant vs Man, Oyo,1,0,2025-02,Sunday,2025
IBD031650,"Troops vs Bandit, Taraba",2025-02-02,2025-02-02,1,Troops vs Bandit, Taraba,1,0,2025-02,Sunday,2025
IBD031638,"Inferno, Borno",2025-02-02,2025-02-02,5,Inferno, Borno,5,0,2025-02,Sunday,2025
IBD031635,"Herdsmen Attack, Ebonyi",2025-02-02,2025-02-02,16,Herdsmen Attack, Ebonyi,16,0,2025-02,Sunday,2025
IBD031644,"Security Operatives Kills 4, Kano",2025-02-02,2025-02-02,4,Security Operatives Kills 4, Kano,4,0,2025-02,Sunday,2025
IBD031646,"Kidnapper Attack, Plateau",2025-02-01,2025-02-01,1,Kidnapper Attack, Plateau,1,0,2025-02,Saturday,2025
IBD031642,"Auto Crash, Ogun",2025-02-01,2025-02-01,1,Auto Crash, Ogun,1,0,2025-02,Saturday,2025
IBD031633,"Auto Crash, Ondo",2025-02-01,2025-02-01,30,Auto Crash, Ondo,30,0,2025-02,Saturday,2025
IBD031640,"Gunmen Attack, Taraba",2025-02-01,2025-02-01,1,Gunmen Attack, Taraba,1,0,2025-02,Saturday,2025
IBD031643,"Assailants vs Children, Anambra",2025-02-01,2025-02-01,3,Assailants vs Children, Anambra,3,0,2025-02,Saturday,2025
IBD031665,"Communal Clash, Nasarawa",2025-02-01,2025-02-01,2,Communal Clash, Nasarawa,2,0,2025-02,Saturday,2025
IBD031662,"Security Operatives vs Drivers, Anambra",2025-01-31,2025-01-31,8,Security Operatives vs Drivers, Anambra,8,0,2025-01,Friday,2025
IBD031628,"Auto Crash, Anambra",2025-01-31,2025-01-31,4,Auto Crash, Anambra,4,0,2025-01,Friday,2025
IBD031657,"CSO and Son, Rivers",2025-01-31,2025-01-31,2,CSO and Son, Rivers,2,0,2025-01,Friday,2025
IBD031636,"Man Drowns, Oyo",2025-01-31,2025-01-31,1,Man Drowns, Oyo,1,0,2025-01,Friday,2025
IBD031634,"Cult Clash, Rivers",2025-01-31,2025-02-01,3,Cult Clash, Rivers,3,1,2025-01,Friday,2025
IBD031629,"Security Operative Kills 1, FCT (Abuja)",2025-01-31,2025-01-31,1,Security Operative Kills 1, FCT (Abuja),1,0,2025-01,Friday,2025
IBD031718,"Gunmen vs Police Officer, Yobe",2025-01-31,2025-01-31,1,Gunmen vs Police Officer, Yobe,1,0,2025-01,Friday,2025
IBD031630,"Gunmen Attack, Plateau",2025-01-31,2025-01-31,5,Gunmen Attack, Plateau,5,0,2025-01,Friday,2025
IBD031791,"Mysterious Death, Enugu",2025-01-31,2025-02-03,1,Mysterious Death, Enugu,1,3,2025-01,Friday,2025
IBD031627,"Auto Crash, Lagos",2025-01-31,2025-01-31,1,Auto Crash, Lagos,1,0,2025-01,Friday,2025
IBD032000,"Inferno, Yobe",2025-01-30,2025-01-30,1,Inferno, Yobe,1,0,2025-01,Thursday,2025
IBD031620,"Security Operatives vs Gunmen, Anambra",2025-01-30,2025-01-30,25,Security Operatives vs Gunmen, Anambra,25,0,2025-01,Thursday,2025
IBD031623,"Electricity Vandal, FCT (Abuja)",2025-01-30,2025-01-30,1,Electricity Vandal, FCT (Abuja),1,0,2025-01,Thursday,2025
